Title,Link
Questions ref radiotherapy,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/52464/questions-ref-radiotherapy
"?",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/171747/thread
Navel gazing,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/115863/navel-gazing
Histology or Pathology ?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/142868/histology-or-pathology
Want hair back,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120998/want-hair-back
Thinking of voluntary MX,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/55020/thinking-of-voluntary-mx
Docetaxal and dry throat/mouth,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/89408/docetaxal-and-dry-throat-mouth
Waiting for MRI invasive lobular cancer ER+,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/146246/waiting-for-mri-invasive-lobular-cancer-er
FEC Fluid Retention,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/83276/fec-fluid-retention
Is the cold cap worth it and chemo questions,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/51029/is-the-cold-cap-worth-it-and-chemo-questions
NED?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/109450/ned
"**JUNE BREAST CANCER CHEMOTHERAPY CHAT**",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/182129/june-breast-cancer-chemotherapy-chat
Just spent 6 days in hospital,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/71249/just-spent-6-days-in-hospital
Christmas presents did you really think this out,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/56445/christmas-presents-did-you-really-think-this-out
Repeat prescriptions from GP,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/86874/repeat-prescriptions-from-gp
"Proposed chemo regime - looking for advice, info, help please",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/50695/proposed-chemo-regime---looking-for-advice-info-help-please
Radio active dye during lymph node removal,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/118429/radio-active-dye-during-lymph-node-removal
"Tight, painful veins after chemo.",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/114770/tight-painful-veins-after-chemo
Today's the day,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/64881/today-s-the-day
open MRI scanning machine,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/67886/open-mri-scanning-machine
n,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/50470/n
Side effefts,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/168461/side-effefts
Tomosynthesis Mammography is it safe?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/46452/tomosynthesis-mammography-is-it-safe
good evening,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/94340/good-evening
BILATERAL MX - THEY WANT TO DO TWO OPERATIONS INSTEAD OF ONE,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/66002/bilateral-mx---they-want-to-do-two-operations-instead-of-one
Pain after 1st cycle of chemo? HELP,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/140105/pain-after-1st-cycle-of-chemo-help
Letrozole to anastrole,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/177287/letrozole-to-anastrole
The gift that really does keep on giving!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/129396/the-gift-that-really-does-keep-on-giving
bone scan question,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/84091/bone-scan-question
SENTINEL NODE BIOPSY - PLEASE HELP,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/65424/sentinel-node-biopsy---please-help
4 am club !!!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/87647/4-am-club
What to take with me into hospital for MX & Lymph node clearance ...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/48112/what-to-take-with-me-into-hospital-for-mx-lymph-node-clearance
What do we call surgery?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/61646/what-do-we-call-surgery
Thirst,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/27498/thirst
Scan following last chemo,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/158289/scan-following-last-chemo
Blogging,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/96483/blogging
Temperature worry,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/99729/temperature-worry
Herceptin by injection,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/75049/herceptin-by-injection
Cannot move forward,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/98758/cannot-move-forward
Mastectomy Scar,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/52815/mastectomy-scar
Charity?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/96439/charity
Post Surgery Bras!!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/36531/post-surgery-bras
Had my operation,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/74752/had-my-operation
The waiting is getting me down,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/167519/the-waiting-is-getting-me-down
Last radiotherapy session done and ticked off - yay!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/91385/last-radiotherapy-session-done-and-ticked-off---yay
New here too and bracing myself for chemo,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/60841/new-here-too-and-bracing-myself-for-chemo
Node sampling and mastectomy,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/31278/node-sampling-and-mastectomy
sending myself crazy !,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/126133/sending-myself-crazy
Getting there.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/100007/getting-there
Anyone know the difference between Letrozole and Anastrazole please...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/51252/anyone-know-the-difference-between-letrozole-and-anastrazole-please
3yrs post cancer... I a man struggling with fatigue and this new life...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/132825/3yrs-post-cancer-i-a-man-struggling-with-fatigue-and-this-new-life
On the outside looking in,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/112333/on-the-outside-looking-in
Itching...and I think it's from Anastrozole.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/135127/itching-and-i-think-it-s-from-anastrozole
Partial or total lymph node clearance?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/141192/partial-or-total-lymph-node-clearance
panic attacks,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/80791/panic-attacks
This time I think i'am going fall apart,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/91176/this-time-i-think-i-am-going-fall-apart
re occurance,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/98500/re-occurance
New to the group ...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/87088/new-to-the-group
Shampoo,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/153269/shampoo
Starting again but so low,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/133834/starting-again-but-so-low
Mouth ulcers - any advice?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/27999/mouth-ulcers---any-advice
Pain in joints and muscles,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/104999/pain-in-joints-and-muscles
pain and blisters after radiotherapy,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/89147/pain-and-blisters-after-radiotherapy
another new one...ish,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/53335/another-new-one-ish
"Can you see the message below, as Im having difficulty posting st...",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/77271/can-you-see-the-message-below-as-im-having-difficulty-posting-still
"reconstruction diep, tram or ld",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/51577/reconstruction-diep-tram-or-ld
Can anyone help me please with lymph node question please.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/149161/can-anyone-help-me-please-with-lymph-node-question-please
Pain and discomfort,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/73278/pain-and-discomfort
Aching joints,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/146135/aching-joints
Stubbornness will get you through,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/140408/stubbornness-will-get-you-through
Hard stinging lump,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/145380/hard-stinging-lump
Radiotherapy and Hormone Therapy,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/32871/radiotherapy-and-hormone-therapy
Gap between chemo and surgery and radiation,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120095/gap-between-chemo-and-surgery-and-radiation
Wheezing and coughing,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/123362/wheezing-and-coughing
Second Lump five weeks after lumpectomy - anyone else?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/10982/second-lump-five-weeks-after-lumpectomy---anyone-else
chemo & travel,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/178185/chemo-travel
Treatment options,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/143596/treatment-options
Currently waiting in out of hours :(,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/128251/currently-waiting-in-out-of-hours
"New day, new attitude",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120037/new-day-new-attitude
Anyone had to choose whether or not to have Chemo?? Confused,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/53232/anyone-had-to-choose-whether-or-not-to-have-chemo-confused
It's happening- hair loss,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/93691/it-s-happening--hair-loss
Spine specialist appointment,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/46073/spine-specialist-appointment
16 months post chemo and still nails coming off,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/81669/16-months-post-chemo-and-still-nails-coming-off
Hair Dye,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/50427/hair-dye
Breast implant and lumpectomy,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/10986/breast-implant-and-lumpectomy
Thoracic Epidural before next Op anybody had this?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/55319/thoracic-epidural-before-next-op-anybody-had-this
Practical post mastectomy stuff,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/109923/practical-post-mastectomy-stuff
meet up,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/153905/meet-up
Both breasts removed,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/86041/both-breasts-removed
cmf,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/21386/cmf
Letrozol and vitamins,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/143425/letrozol-and-vitamins
I had a ultrasound and mamogramme on wednesday. Want do sterotactic...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/148278/i-had-a-ultrasound-and-mamogramme-on-wednesday-want-do-sterotactic-core-biopsy-wednesday
Question about survival stats,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/115368/question-about-survival-stats
PET scan,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/62271/pet-scan
Angry !,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/100932/angry
Moving from Chemo to Surgery August / Sept 2016 - join me here,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/113145/moving-from-chemo-to-surgery-august-sept-2016---join-me-here
waiting and more waiting :(,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/106497/waiting-and-more-waiting
Axillary clearance post surgery swelling or lymphodema?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/121356/axillary-clearance-post-surgery-swelling-or-lymphodema
Help! I need to be well 2 days post chemo!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/54207/help-i-need-to-be-well-2-days-post-chemo
Moving abroad,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/177150/moving-abroad
Tamoxifen ..... depression,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/58307/tamoxifen-depression
Being fit and well is such a long way off,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120824/being-fit-and-well-is-such-a-long-way-off
Any Triple Negative survivors willing to calm me down!!??,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/97931/any-triple-negative-survivors-willing-to-calm-me-down
Choosing whether to continue into another five years of hormone t...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/143729/choosing-whether-to-continue-into-another-five-years-of-hormone-therapy
Hola i live in Spain and have previously been in touch with other...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/129474/hola-i-live-in-spain-and-have-previously-been-in-touch-with-other-expats-who-are-either-undergoing-treatment-for-bc-if-anyone-wants-to-contact-me-for-help-with-how-bc-is-treated-or-just-to-chat-please-get-in-touch-xx
Feeling Totally Demoralised!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/85820/feeling-totally-demoralised
Feeling as though the cancer is now real,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/50874/feeling-as-though-the-cancer-is-now-real
question,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/96516/question
Peripheral neuropathy relief ?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/165846/peripheral-neuropathy-relief
Paclitaxel is cool!!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/93900/paclitaxel-is-cool
Changing your GP,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/10839/changing-your-gp
Travel insurance,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/47357/travel-insurance
Returning to work? How soon?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120864/returning-to-work-how-soon
Newly diagnosed should I get second opinion,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/81224/newly-diagnosed-should-i-get-second-opinion
Sickness with cold cap,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/107499/sickness-with-cold-cap
"dreamthief,somebody needs your help",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/91289/dreamthief-somebody-needs-your-help
here's a weird question,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/99751/here-s-a-weird-question
DOUBLE or SINGLE or not at all,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/174574/double-or-single-or-not-at-all
MRI scan results,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/151592/mri-scan-results
Surprised by effect of stress.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/51242/surprised-by-effect-of-stress
Planter palm etc.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/74901/planter-palm-etc
Aches and pains with Docetaxel,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/90305/aches-and-pains-with-docetaxel
Corded vein pain,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/86532/corded-vein-pain
Travelling abroad,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/134011/travelling-abroad
findings,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/49287/findings
Granddaughter's op,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/78339/granddaughter-s-op
Reconstruction - help me please,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/64216/reconstruction---help-me-please
Emotions- can anyone relate?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/129011/emotions--can-anyone-relate
neuropathy cancer,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/146262/neuropathy-cancer
Needles in feet,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/154184/needles-in-feet
Any thoughts on the cap to avoid hair falling out?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/119348/any-thoughts-on-the-cap-to-avoid-hair-falling-out
Does this sea-sickness feeling go away?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/54719/does-this-sea-sickness-feeling-go-away
Finally some good news,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/56137/finally-some-good-news
Pain in stomach during chemo,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/58093/pain-in-stomach-during-chemo
timescales,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/97411/timescales
feeling really down now.....,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/60617/feeling-really-down-now
4am club,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/87450/4am-club
Six week break from Tamoxifen .....,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/129325/six-week-break-from-tamoxifen
Starting tamoxifen today,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/84771/starting-tamoxifen-today
Starting chemo in 11 days.....,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/81647/starting-chemo-in-11-days
Toenails - Yuck!,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120977/toenails---yuck
Lumpoptomy and radiotherapy,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/143548/lumpoptomy-and-radiotherapy
Letrozole/Femara,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/176576/letrozole-femara
Cant understand it,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/126561/cant-understand-it
Breast cancer treatment - Herceptin and anastrozole,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/157765/breast-cancer-treatment---herceptin-and-anastrozole
christmas,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/68840/christmas
Is there any respite care offered for children and young people who...,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/167937/is-there-any-respite-care-offered-for-children-and-young-people-who-has-a-mother-undergoing-chemotherapy-thank-you
going away for few days to IOW via train,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/58094/going-away-for-few-days-to-iow-via-train
Day 5 post op,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/137719/day-5-post-op
Is it back ?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/113269/is-it-back
Numb toes,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/101647/numb-toes
gout,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/105699/gout
Letrozole are dreadful,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/82168/letrozole-are-dreadful
How do I change my perspective of a death sentence?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/109812/how-do-i-change-my-perspective-of-a-death-sentence
So bloody angry,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/86569/so-bloody-angry
Just diagnosed - skin lesion question,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/37349/just-diagnosed---skin-lesion-question
Chemotherapy side effects,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/119813/chemotherapy-side-effects
Tamoxifen and ovarian cysts,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/153791/tamoxifen-and-ovarian-cysts
25 years old and possible breast cancer.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/121835/25-years-old-and-possible-breast-cancer
Palpitations / GreatGrandson / Herceptin,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/120971/palpitations-greatgrandson-herceptin
Feeling fed up of treatment and hospitals.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/67376/feeling-fed-up-of-treatment-and-hospitals
What can I do???,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/169189/what-can-i-do
Swallowing,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/76861/swallowing
ALL CLEAR,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/38076/all-clear
Infection after Lumpectomy& SNB,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/44396/infection-after-lumpectomy-snb
sore breast lump and armpit,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/50729/sore-breast-lump-and-armpit
"Sickness and pain, advice needed.",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/96544/sickness-and-pain-advice-needed
change hospitals for radiotherapy?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/67923/change-hospitals-for-radiotherapy
"CAPECITABINE - CAN ANYONE SAY HOW QUICKLY, IF ANY, THE SIDE EFFECTS...",https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/62287/capecitabine---can-anyone-say-how-quickly-if-any-the-side-effects-kick-in
Recycling - Bras,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/74819/recycling---bras
Advice on recovery from cancer treatments,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/111098/advice-on-recovery-from-cancer-treatments
fear after treatment ends,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/88788/fear-after-treatment-ends
Don’t really know what’s up,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/125385/don-t-really-know-what-s-up
What do you wish you'd known before starting chemo?,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/43025/what-do-you-wish-you-d-known-before-starting-chemo
Today's posts in breast cancer and in radiotherapy.,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/147705/today-s-posts-in-breast-cancer-and-in-radiotherapy
Delaying treatment,https://community.macmillan.org.uk/cancer_types/breast-cancer/f/breast-cancer-forum/142669/delaying-treatment
