Title,Link
Amtrak,https://csn.cancer.org/node/224703
My Survivor's Poem Hope you enjoy Much Love,https://csn.cancer.org/node/195011
Is anybody from Georgia?,https://csn.cancer.org/node/179381
camisole advice needed,https://csn.cancer.org/node/209762
ITCHY RED FACE,https://csn.cancer.org/node/183897
Medical MJ,https://csn.cancer.org/node/203123
Biopsy and surgeon visit,https://csn.cancer.org/node/225293
C&A,https://csn.cancer.org/node/185239
Wateru eyes,https://csn.cancer.org/node/206046
false eyelashes,https://csn.cancer.org/node/195875
kinda silly question,https://csn.cancer.org/node/149481
O.T. Monday annual colonscopy,https://csn.cancer.org/node/236895
hello! it's been awhile since i've rambled on :),https://csn.cancer.org/node/207458
g,https://csn.cancer.org/node/179219
Farah Fawcett,https://csn.cancer.org/node/168645
1st day of Tamoxifen....what to expect...5 yrs!!!,https://csn.cancer.org/node/225295
On a positive note....,https://csn.cancer.org/node/199132
Jokes or quotes for Eil4186 - waiting for Friday,https://csn.cancer.org/node/199860
Got marked for radiation yesterday,https://csn.cancer.org/node/187530
Happy Birthday - to our Christmasgirl (Susan) .. December 25th,https://csn.cancer.org/node/290675
Starting Taxol,https://csn.cancer.org/node/179555
Your experience - Support groups?,https://csn.cancer.org/node/156784
self love,https://csn.cancer.org/node/156929
Mastectomy scars,https://csn.cancer.org/node/203132
clever ways to make scarves?,https://csn.cancer.org/node/177292
Hello...I am new here,https://csn.cancer.org/node/135327
Bilateral Mastecomy with Reconstruction,https://csn.cancer.org/node/195128
Funeral yesterday,https://csn.cancer.org/node/301460
My period came back???,https://csn.cancer.org/node/228103
I'm going wig shopping!,https://csn.cancer.org/node/216750
For natly15,https://csn.cancer.org/node/200347
Tamoxifen and sun exposure,https://csn.cancer.org/node/192718
Opinions please,https://csn.cancer.org/node/260338
Remember Our Organs,https://csn.cancer.org/node/218249
Look for me on the catwalk!!!,https://csn.cancer.org/node/157129
After effects of breast cancer surgery,https://csn.cancer.org/node/157916
Rest in Peace Dear carriesoup,https://csn.cancer.org/node/281418
"Posting Pix and Tutorials, etc etc",https://csn.cancer.org/node/168442
Birth Control During Treatment,https://csn.cancer.org/node/157738
cancer post treatment,https://csn.cancer.org/node/150472
Today is IL2read2's Birthday!,https://csn.cancer.org/node/221992
Neuropathy; What have you done,https://csn.cancer.org/node/253009
Breast Cancer walk,https://csn.cancer.org/node/176388
compression for shoulder lymphedema swelling,https://csn.cancer.org/node/191475
"My last chemo, hoorah!",https://csn.cancer.org/node/140677
On to Surgery,https://csn.cancer.org/node/258190
Shaved it!,https://csn.cancer.org/node/251287
Grade 3 of 3,https://csn.cancer.org/node/212833
Too funny,https://csn.cancer.org/node/165927
Detailes of Chicago Trip,https://csn.cancer.org/node/241739
Missrenee,https://csn.cancer.org/node/290258
Breast Cancer after Hodgkin's?,https://csn.cancer.org/node/143863
How do you knowe,https://csn.cancer.org/node/139805
Anybody else get racy after a/c treatments,https://csn.cancer.org/node/174082
New Challenge for you,https://csn.cancer.org/node/180949
Complication from Bilateral Mastectomy,https://csn.cancer.org/node/182371
Does head soreness go away after hair comes out?? (hopefully??),https://csn.cancer.org/node/181096
allergic to taxotere,https://csn.cancer.org/node/221098
1 down 3 to go BC Sucks!,https://csn.cancer.org/node/172732
New pic of Ava! :),https://csn.cancer.org/node/171076
healing from radiation,https://csn.cancer.org/node/141417
What does the + sign mean next to all of your names?,https://csn.cancer.org/node/182942
aching arms and legs,https://csn.cancer.org/node/136004
Surgeon vs. Oncologist,https://csn.cancer.org/node/180193
Progress and a question on side effects,https://csn.cancer.org/node/250616
Rhyming game,https://csn.cancer.org/node/238042
How is everyone.,https://csn.cancer.org/node/157472
Anyone Pull Any Good April Fool's Day Jokes?,https://csn.cancer.org/node/257065
Oncotype Dx Score of 19 - What to do? Chemo/No chemo,https://csn.cancer.org/node/237612
Toenail,https://csn.cancer.org/node/218063
It's Scary Out Here Isn't It?,https://csn.cancer.org/node/137615
Radiation necrosis concern,https://csn.cancer.org/node/310100
please recommend!!!!,https://csn.cancer.org/node/148300
help--need some advice,https://csn.cancer.org/node/137551
Surgical Pathology Report,https://csn.cancer.org/node/162227
Thanks everyone!,https://csn.cancer.org/node/172596
Looks like it's The Netherlands and Spain!!!! World Cup update!,https://csn.cancer.org/node/196019
Junk Swap Thanks Teena!,https://csn.cancer.org/node/214639
Breast forms and garment recommendation while healing fr bilateral mastectomy,https://csn.cancer.org/node/290055
"""Christmas Girl_Susan B. Smith ornament is here",https://csn.cancer.org/node/207609
Neupogen and bone pain,https://csn.cancer.org/node/140447
How to get the most out of Radiation...READ THIS !,https://csn.cancer.org/node/141451
Today is Sparkle1's Birthday!,https://csn.cancer.org/node/227621
Update-Good news,https://csn.cancer.org/node/227185
"Tomorrow's the ""Day"" (10--21-09)",https://csn.cancer.org/node/178043
Wow.........I can breathe again!,https://csn.cancer.org/node/257781
GrannaBeth Needs the PINK BUS -Can you please come along?,https://csn.cancer.org/node/260702
Cruciferous Vegatables improving BC results--new Chinese Study,https://csn.cancer.org/node/238203
worst move,https://csn.cancer.org/node/264097
Mets to Skin,https://csn.cancer.org/node/146041
"New Day, New Attitude",https://csn.cancer.org/node/138990
A big Thank You!!!!,https://csn.cancer.org/node/210287
cancer survivor sleep problems,https://csn.cancer.org/node/167422
in need of prayer and reassurance,https://csn.cancer.org/node/137744
chest vs arm port,https://csn.cancer.org/node/241701
Surgeon Just Called With News!!!!,https://csn.cancer.org/node/170702
hands are driving me crazy,https://csn.cancer.org/node/193638
Finally saw dermatologist today about the hair thing,https://csn.cancer.org/node/240715
Anyone else feel the earthquake a little while ago??,https://csn.cancer.org/node/194993
"Vision cleared, nausea gone, slept thru the night....",https://csn.cancer.org/node/220916
PLEASE forgive ME!,https://csn.cancer.org/node/170152
Update on me.,https://csn.cancer.org/node/250787
Today is GrandmaSueB's Birthday!,https://csn.cancer.org/node/234217
my choice to do chemo????,https://csn.cancer.org/node/166762
Anchors aweigh!!!!,https://csn.cancer.org/node/180790
The Long Haul,https://csn.cancer.org/node/291373
Another 5-day visit to hospital!,https://csn.cancer.org/node/238145
Bra for Right side Mastectomy,https://csn.cancer.org/node/288465
Strawberries are coming up!,https://csn.cancer.org/node/237230
Taxotere & fingernails,https://csn.cancer.org/node/139941
Swelling in armpit,https://csn.cancer.org/node/139587
"Fingernails, Again...",https://csn.cancer.org/node/215465
Mammogram today!,https://csn.cancer.org/node/226870
Venting after surgery,https://csn.cancer.org/node/222247
Recurrence Very Rare for Initial Cancer 0 Stage DCIS,https://csn.cancer.org/node/184457
Letrozole/Femara,https://csn.cancer.org/node/313262
"Newly diagnosed, surgery soon",https://csn.cancer.org/node/307678
Chemotherapy itching,https://csn.cancer.org/node/142139
saying hello,https://csn.cancer.org/node/228990
Disneyfan2008,https://csn.cancer.org/node/204579
Question about TAMOXIFEN - Anyone knows research info?,https://csn.cancer.org/node/250834
Monday's Biopsy Results,https://csn.cancer.org/node/225100
Need help ..sensitive subject .. private area is raw and inflamed from constipation (5 days with movement) .. I need help,https://csn.cancer.org/node/175624
Death and dying....a hot topic!,https://csn.cancer.org/node/139468
Checking BP after bilateral masectomy,https://csn.cancer.org/node/212992
surgery next wednesday,https://csn.cancer.org/node/186483
Marry a teacher,https://csn.cancer.org/node/172226
New Article on Vitamin Study: Thoughts?,https://csn.cancer.org/node/165554
waiting for call today,https://csn.cancer.org/node/184788
Cancer Survivors,https://csn.cancer.org/node/176892
SORE AFTER SURGERY,https://csn.cancer.org/node/172652
RO appointment - had to chuckle,https://csn.cancer.org/node/223642
Chen~You Cheated!!,https://csn.cancer.org/node/180902
Can't seem to get rid of the Drains!,https://csn.cancer.org/node/195995
Sorry to post such bad news,https://csn.cancer.org/node/192114
twlight zone,https://csn.cancer.org/node/217832
I have made it half way,https://csn.cancer.org/node/204866
"*******THANK YOU CATS TOY!*******",https://csn.cancer.org/node/191853
Today is VickiSam's Birthday!!,https://csn.cancer.org/node/291540
Need to know something...,https://csn.cancer.org/node/149169
Hayee - GET THE HECK OFF THIS BOARD!,https://csn.cancer.org/node/204809
Pink Bus???,https://csn.cancer.org/node/236772
I AM BLESSED!,https://csn.cancer.org/node/148428
"transitition from cancer patient to survivor, and living with side effects",https://csn.cancer.org/node/262596
comments,https://csn.cancer.org/node/217943
Happy Valentine's Day!,https://csn.cancer.org/node/139469
Because some things aren't suitable for Facebook...,https://csn.cancer.org/node/202376
OK LAST ONES FOR AWHILE I PROMISE!,https://csn.cancer.org/node/171561
Final exam....,https://csn.cancer.org/node/179653
on call doctor out of line or not? your take ladies!,https://csn.cancer.org/node/216185
Just to let you know,https://csn.cancer.org/node/137000
Chat Room TONIGHT!!!!,https://csn.cancer.org/node/156010
OT : I am Camping this long weekend-ANYONE else?,https://csn.cancer.org/node/259278
My son is graduating,https://csn.cancer.org/node/193530
Thursday AM check-in,https://csn.cancer.org/node/216793
Interesting reading - FYI,https://csn.cancer.org/node/152393
Mammosite insertion,https://csn.cancer.org/node/181130
New here and looking for emotional support,https://csn.cancer.org/node/298560
Breast Cancer Survivor Counselor,https://csn.cancer.org/node/195082
Taxotere Side effects?,https://csn.cancer.org/node/143147
Shooting pains in my groin area,https://csn.cancer.org/node/140074
metastatic breast cancer and SURVIVING AN ABUSIVE EX-HUSHAND,https://csn.cancer.org/node/170001
Are mouth sores common with T/C?,https://csn.cancer.org/node/216702
Radiation treatments over with,https://csn.cancer.org/node/138537
"TSA: ""Let me see the prosthesis.""",https://csn.cancer.org/node/205940
10 year old girl with cancer,https://csn.cancer.org/node/168739
"Dancing with NED, except for having osteoporosis...",https://csn.cancer.org/node/245558
Happy Happy HAPPY Belated Birthday Tommaseena!,https://csn.cancer.org/node/266448
Mastectomy is my only option,https://csn.cancer.org/node/203151
I am very scared!,https://csn.cancer.org/node/238981
follow up blood work,https://csn.cancer.org/node/298614
Possible - Contralateral Breast Cancer,https://csn.cancer.org/node/293790
Prayers for Carter,https://csn.cancer.org/node/190259
GOOD NEWS!!,https://csn.cancer.org/node/257918
Good Morning,https://csn.cancer.org/node/174320
should I go ahead and shave my head,https://csn.cancer.org/node/190417
Praying that all of the pink sisters in California are safe from the fires,https://csn.cancer.org/node/246015
HMO and out-of-network coverage,https://csn.cancer.org/node/196369
Today is CinnycFlynn's Birthday!,https://csn.cancer.org/node/235619
Hair Loss Symptoms,https://csn.cancer.org/node/192180
Change on weekend plans!!,https://csn.cancer.org/node/175960
Newly diagnoised with breast cancer,https://csn.cancer.org/node/191509
Today is jessiesmom1's Birthday!,https://csn.cancer.org/node/214958
To flu or not to flu,https://csn.cancer.org/node/200006
Trying to Find an Oncologist in Orange Park FL,https://csn.cancer.org/node/186826
effexor for hot flashes,https://csn.cancer.org/node/211901
Makeup that stays on?,https://csn.cancer.org/node/148835
Broken ribs whilst asleep?,https://csn.cancer.org/node/303377
Sometimes we don't always say it but...............,https://csn.cancer.org/node/225394
I need to lose weight and need a support group,https://csn.cancer.org/node/192053
CONFESSIONS OF A GOOF,https://csn.cancer.org/node/166475
Best pain management med?,https://csn.cancer.org/node/264243
worried,https://csn.cancer.org/node/138662
Surprise Plans for my upcoming cancerversary,https://csn.cancer.org/node/180277
Hubby was good today....,https://csn.cancer.org/node/220958
pre op testing,https://csn.cancer.org/node/218399
When I cut my hair...,https://csn.cancer.org/node/176749
"*****Bill**** This is for you*****B12",https://csn.cancer.org/node/170210
Yea 5year mammmo,https://csn.cancer.org/node/296099
Number three down,https://csn.cancer.org/node/203751
Breast reconstruction-To Do and How?,https://csn.cancer.org/node/146403
Last Week & This Week & Next Week,https://csn.cancer.org/node/228179
NewFlower's Birthday,https://csn.cancer.org/node/259691
Nipple Update,https://csn.cancer.org/node/195403
A newbie,https://csn.cancer.org/node/155155
Looking to start a support group - need HELP!!!!!,https://csn.cancer.org/node/140389
Another book recommendation for post-treatment,https://csn.cancer.org/node/184945
A quote I thought I would share,https://csn.cancer.org/node/199077
Not the sharpest tool,https://csn.cancer.org/node/163594
Re; still stay tired is that normal,https://csn.cancer.org/node/152634
I'm off..,https://csn.cancer.org/node/172525
Nausea!!!! Help,https://csn.cancer.org/node/294841
pain in should blade and chest after mactectomy,https://csn.cancer.org/node/271424
short note on Hair...,https://csn.cancer.org/node/230876
Waste Services of Florida Inc for the cause!,https://csn.cancer.org/node/214994
will be offline for awhile,https://csn.cancer.org/node/138090
Six month visit with Med Onc,https://csn.cancer.org/node/232158
CSN or Greta FIX THIS WEBSITE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,https://csn.cancer.org/node/252728
Had a good time.,https://csn.cancer.org/node/205715
Inner Peace.....,https://csn.cancer.org/node/180675
"Question for Ladydi1 and others with positive, negative, negative",https://csn.cancer.org/node/175300
Triple negative and radiation treatment,https://csn.cancer.org/node/180267
Oncologist this afternoon...hoping for answers.,https://csn.cancer.org/node/236954
Tomorrow (tonight) is a bit tough....,https://csn.cancer.org/node/183388
Anyone heard from Kari's daughter,https://csn.cancer.org/node/185828
medi port,https://csn.cancer.org/node/239699
What do I expect after next treatments?,https://csn.cancer.org/node/195382
Wine Whine,https://csn.cancer.org/node/224234
My Flexi-Touch MLD is in - Get it Jan 19th,https://csn.cancer.org/node/209394
IBC (Inflammatory Breast Cancer),https://csn.cancer.org/node/201760
Senate Health Care Bill Would Allow Insurers to Limit Coverage for Seriously Ill Patients,https://csn.cancer.org/node/182045
FOR ZAHALENE! You made my day!,https://csn.cancer.org/node/176097
My Chemo buddy lost ...,https://csn.cancer.org/node/235897
deciding on Tram flap after mastectomy,https://csn.cancer.org/node/138871
Tomoxifen vs Hysterectomy,https://csn.cancer.org/node/254348
By 2015...,https://csn.cancer.org/node/142247
Happy Easter All,https://csn.cancer.org/node/154095
finger weakness has any one have it?,https://csn.cancer.org/node/201598
Hospice Care for Pain Management,https://csn.cancer.org/node/192984
Anyone with fibromyalgia have breast implants after mastectomy?,https://csn.cancer.org/node/189473
2009's First Christmas Joke--you may have already seen this.,https://csn.cancer.org/node/180474
RIBP - Radiation-induced brachial plexopathy,https://csn.cancer.org/node/264924
Menstruation and Chemo,https://csn.cancer.org/node/206444
Tamoxifen and weight gain,https://csn.cancer.org/node/208086
New expressions,https://csn.cancer.org/node/206578
Hospital and Doctor Diagnosis'- Funny For The Day,https://csn.cancer.org/node/213871
Pink Bus Please,https://csn.cancer.org/node/263567
CT Scan or not?,https://csn.cancer.org/node/260316
Any words of advice,https://csn.cancer.org/node/186665
returning bras that don't fit after reconstructive surgery,https://csn.cancer.org/node/192744
Pink Bus Requested for KathiM's Sister-Monday,https://csn.cancer.org/node/233588
healing Art Foundation,https://csn.cancer.org/node/138663
I took a wonderful vacation in Spain and thought of all of you! How are my beautiful ladies (and brothers) doing?! <3,https://csn.cancer.org/node/241611
Scheduled First Chemo Appt. Today,https://csn.cancer.org/node/231522
Sisters,https://csn.cancer.org/node/200051
Pet Scan and Sentinel node biopsy,https://csn.cancer.org/node/302702
Xeloda approval delayed by BC/BS,https://csn.cancer.org/node/230315
Supplements?? What should we do??,https://csn.cancer.org/node/150421
CALMNESS IN OUR LIVES OVER THE HOLIDAYS,https://csn.cancer.org/node/182263
Port and Chemo,https://csn.cancer.org/node/165221
I have a family member who just had a double mastectomy and hysterectomy because she has breast cancer (BRAC gene),https://csn.cancer.org/node/191476
Ultrasound tomorrow,https://csn.cancer.org/node/168290
Surgery done...starting tamoxifen,https://csn.cancer.org/node/183710
Sleeping problems on the first day of chemo,https://csn.cancer.org/node/304655
First Oncology appointment/ What to expect?,https://csn.cancer.org/node/194881
"Anyone else have itchy, red bumps during Radiation?",https://csn.cancer.org/node/167306
Radiation bad effects????,https://csn.cancer.org/node/166728
Two Kindred Spirits need the Magic Pink Bus and our Prayers for appointments on Wednesday and Thursday,https://csn.cancer.org/node/219583
Requesting the Pink Bus for tomorrow,https://csn.cancer.org/node/224726
My Beautiful Angel died,https://csn.cancer.org/node/212706
sore Heals,https://csn.cancer.org/node/226813
echo better than muga scan,https://csn.cancer.org/node/213199
Cyberknife was a BREEZE!!,https://csn.cancer.org/node/203542
worring,https://csn.cancer.org/node/144657
gamma knife,https://csn.cancer.org/node/141686
Losing weight on diet,https://csn.cancer.org/node/305464
what exactly does low red blood cells mean?,https://csn.cancer.org/node/211340
I am so sorry I am I such a basketcase......,https://csn.cancer.org/node/224050
Old guard here....busy with life....10 years later....,https://csn.cancer.org/node/289845
Kids Will Be Kids~ Friday Funny! :-),https://csn.cancer.org/node/185844
Lesley is home,https://csn.cancer.org/node/202960
Regarding Irishwhispers,https://csn.cancer.org/node/183337
I suddenly had an increase in neuropathy,https://csn.cancer.org/node/239829
Discouraging News,https://csn.cancer.org/node/138393
Another Conference to attend.,https://csn.cancer.org/node/137064
Today is Cinkal's Birthday!,https://csn.cancer.org/node/212074
Marsha Mulvey ~~ How Are You?,https://csn.cancer.org/node/230812
tomoxafin and leg cramps,https://csn.cancer.org/node/211501
Please just LET IT GO..Thanks,https://csn.cancer.org/node/202903
wrong diagnosis,https://csn.cancer.org/node/193211
Liver catscan results on Monday,https://csn.cancer.org/node/222923
So - how was your Holiday weekend?,https://csn.cancer.org/node/246238
Newly diagnosed and now just memories of my left boob,https://csn.cancer.org/node/138105
Updated Test Results,https://csn.cancer.org/node/287112
"Performance Evaluations, Part 1...",https://csn.cancer.org/node/202064
Anyone taking Fluconazole,https://csn.cancer.org/node/157955
Tara I hope you going back to work is going grand,https://csn.cancer.org/node/138831
Done and Done,https://csn.cancer.org/node/288527
Update on my reoccurence,https://csn.cancer.org/node/198639
Chemo Angels,https://csn.cancer.org/node/135901
Today is LadyG's Birthday!,https://csn.cancer.org/node/204905
Nipples or tattoos?,https://csn.cancer.org/node/189379
Pink Gloves On - Back in the ring for Round 3!!,https://csn.cancer.org/node/220269
How Awesome Is This Group of Women?,https://csn.cancer.org/node/181855
support in the flesh,https://csn.cancer.org/node/158563
"""Every time you hear a bell ring, an angel gets it's wings""",https://csn.cancer.org/node/208462
Disney in June-realized lots to celebrate while there,https://csn.cancer.org/node/236771
HOW TO HELP,https://csn.cancer.org/node/142434
wheat grass,https://csn.cancer.org/node/142237
Diabetes,https://csn.cancer.org/node/145069
Tamoxifen and Migraines,https://csn.cancer.org/node/203870
Newjersey25 deserves congratulations!!!,https://csn.cancer.org/node/140373
The new plan...I flunked out of the clinical trial....lol,https://csn.cancer.org/node/223765
What is Happening to the Discussion Board? Can't log on in afternoon and couldn't last night,https://csn.cancer.org/node/260626
Phone Numbers For Possible Financial Help,https://csn.cancer.org/node/175524
"Benefit for a friend, need prayers",https://csn.cancer.org/node/189015
"BMX went well, but drains in after 18 days",https://csn.cancer.org/node/263703
Pity Party,https://csn.cancer.org/node/170588
mouth fungus,https://csn.cancer.org/node/150885
Help for spouse,https://csn.cancer.org/node/142252
"Chemo cocktail ,taxottere,cytoxan",https://csn.cancer.org/node/176428
Finding someone with similar dx,https://csn.cancer.org/node/180867
Put off nerve block for another day - Cinnamonsmile how are you?,https://csn.cancer.org/node/223255
prayers for my daughter,https://csn.cancer.org/node/178190
OT - phoenix tattoo,https://csn.cancer.org/node/245867
They say they got it all But..........,https://csn.cancer.org/node/212402
SCAMMER ALERT!??,https://csn.cancer.org/node/288331
How Does Someone with Cancer Rate Oneself as to General Health,https://csn.cancer.org/node/252918
BRCA gene,https://csn.cancer.org/node/157684
back to chemo on Monday 5/10/10,https://csn.cancer.org/node/191789
"Just Joined today, May 15,2010 :)",https://csn.cancer.org/node/192300
Over half-way done,https://csn.cancer.org/node/140879
During a chat with the National Cancer Institute....,https://csn.cancer.org/node/205251
GRRRRRR updating my pic,https://csn.cancer.org/node/172022
Happy Anniversary Disneyfan2008 - Denise!,https://csn.cancer.org/node/221083
How long did it take for your hair to totally fall out?,https://csn.cancer.org/node/184384
"New here, have question.",https://csn.cancer.org/node/164056
My daughter Stephanie's lawsuit settled...,https://csn.cancer.org/node/164595
echocardiography,https://csn.cancer.org/node/144913
When does the crying stop,https://csn.cancer.org/node/252568
Not wasting any time that,https://csn.cancer.org/node/173308
Going to Look Good Feel Better tonight!,https://csn.cancer.org/node/214348
Sorry Hummingbyrd,https://csn.cancer.org/node/139332
How we're dealing,https://csn.cancer.org/node/154043
DIEP,https://csn.cancer.org/node/309127
There's this funny stuff falling from the sky!!! Is the sky falling??????,https://csn.cancer.org/node/179749
DIET,https://csn.cancer.org/node/145043
FYI & Frustrated,https://csn.cancer.org/node/155763
Texasgirl 10 update,https://csn.cancer.org/node/236781
We need some really good news today!,https://csn.cancer.org/node/232658
Update since surgery 4/23/10** I am sore and scared again full of sad emotions?,https://csn.cancer.org/node/191419
biopsy to rule out IBC,https://csn.cancer.org/node/146588
BC reoccurence,https://csn.cancer.org/node/187252
How long does the pain last after a mastectomy?,https://csn.cancer.org/node/250849
Possible Capsule Contracture,https://csn.cancer.org/node/153963
Today is Ladyg's Birthday!,https://csn.cancer.org/node/229823
My Chemo Drugs??,https://csn.cancer.org/node/222439
Radiation Blisters,https://csn.cancer.org/node/137020
Masectomy vs Lumpectomy,https://csn.cancer.org/node/247367
Chemo Chicks,https://csn.cancer.org/node/179511
milk thistle and liver function during chemo,https://csn.cancer.org/node/198013
Pinkflutterby's (Libby's) Obituary,https://csn.cancer.org/node/227180
Flank pain....,https://csn.cancer.org/node/194229
Beautiful butterfly ornament for my tree!,https://csn.cancer.org/node/265009
"I'm back, with sad news",https://csn.cancer.org/node/153173
For Pammy,https://csn.cancer.org/node/169678
When to have mammo after BC diagnosis,https://csn.cancer.org/node/222746
HBO special on cancer,https://csn.cancer.org/node/293385
It Was A Great Conference Call Today! :),https://csn.cancer.org/node/172708
Employer not understanding,https://csn.cancer.org/node/135487
Interesting cancer study... looking for feed back.,https://csn.cancer.org/node/171577
Sore and dry mouth,https://csn.cancer.org/node/135474
Msg. to Vickijean,https://csn.cancer.org/node/136808
I'm scared,https://csn.cancer.org/node/170080
Last A/C!,https://csn.cancer.org/node/187271
Do you want to know something sisters in pink?,https://csn.cancer.org/node/209888
Cried my eyes out tonight !!!!,https://csn.cancer.org/node/200759
St. John's Wort and Tamoxifen,https://csn.cancer.org/node/141305
"Chenheart -- Any word, or updates?",https://csn.cancer.org/node/261005
Is it normal to be utterly exhausted from rads?,https://csn.cancer.org/node/176944
Charity Clothes Donation.,https://csn.cancer.org/node/176977
93 year old with breast cancer,https://csn.cancer.org/node/140523
A short discussion of the lymph system (reprise),https://csn.cancer.org/node/182474
"Breast cancer, bilateral mastectomies and Lupus",https://csn.cancer.org/node/184356
Tiger,https://csn.cancer.org/node/137091
"Treatment plans, Side Effects, you Kindreds know, the usual!!!",https://csn.cancer.org/node/224064
Feeling Bad but Looking forward to Heart Cath Tomorrow,https://csn.cancer.org/node/186727
I would like your advice please...,https://csn.cancer.org/node/234723
New to group,https://csn.cancer.org/node/135682
Is it just me,https://csn.cancer.org/node/156092
In need of Prayers,https://csn.cancer.org/node/139185
Any advice for mouth sores during chemo?,https://csn.cancer.org/node/233655
Pet Scan info,https://csn.cancer.org/node/220506
Going To My First RELAY FOR LIFE --- My UPDATE On How It Went! :))))),https://csn.cancer.org/node/196042
Stopping by....,https://csn.cancer.org/node/217702
"Thanks RE, Cats Toy & Bella Luna for the photos of the CSN REunion!",https://csn.cancer.org/node/199681
What side effects with Taxol and Herceptin?,https://csn.cancer.org/node/163918
Pic of me......,https://csn.cancer.org/node/169596
Now for the photos,https://csn.cancer.org/node/242101
Switched to the sancuso patch yesterday and woke this AM vomiting with a migraine.,https://csn.cancer.org/node/258933
A Note From RE,https://csn.cancer.org/node/165854
"Many thoughtful ""survivor"" comments",https://csn.cancer.org/node/137545
Hello I still find out especially after the Holidays that I still get tired very easy and worn out .,https://csn.cancer.org/node/141772
Discovery and Space Station,https://csn.cancer.org/node/213699
"$ $ $ $ I Won The Lottery $ $ $ $",https://csn.cancer.org/node/254871
breast cancer spread to bone,https://csn.cancer.org/node/170951
Taxol or perhaps A/C changed my eyesight!,https://csn.cancer.org/node/213116
oncotype,https://csn.cancer.org/node/156271
OT: Wendy is coming to town!,https://csn.cancer.org/node/221063
Best Birthday Surprise!!,https://csn.cancer.org/node/207710
Hello Ladies,https://csn.cancer.org/node/139295
up-date,https://csn.cancer.org/node/137182
bone pain,https://csn.cancer.org/node/144648
low serum Vitamin D correlated with cancer - Vital to get tested,https://csn.cancer.org/node/258171
Something Helpful,https://csn.cancer.org/node/309779
National Cancer Survivor’s Day,https://csn.cancer.org/node/219495
Remember ME?,https://csn.cancer.org/node/235785
And now for some good news!,https://csn.cancer.org/node/197517
any thoughts on portacaths?,https://csn.cancer.org/node/211318
PAIN?,https://csn.cancer.org/node/145207
Has anyone tried Nioxin?,https://csn.cancer.org/node/194267
Definitely NOT Dancing With Ned,https://csn.cancer.org/node/176273
"***2015 Ornament Exchange***",https://csn.cancer.org/node/297898
I am wishing a Happy Veteran's Day to everyone and also sending a thank you to all of those that have served our country!,https://csn.cancer.org/node/230218
Great Joke......Had to Share,https://csn.cancer.org/node/168292
"Palliative care, kill or cure?",https://csn.cancer.org/node/245624
Finished 4 rds AC Starting 4 rds Taxol Worried about mega dose of Decadron,https://csn.cancer.org/node/208110
Chemotherapy Cyttoxan & Adriamycian,https://csn.cancer.org/node/141910
Learned something about Facebook that I didn't know,https://csn.cancer.org/node/204116
it's back again....... in my spinal fluid,https://csn.cancer.org/node/210344
"Strange day, strange feeling",https://csn.cancer.org/node/207146
Stage IV breast cancer - in bones,https://csn.cancer.org/node/153235
Thinking about you pinkflutterby,https://csn.cancer.org/node/209961
lips vibrating?,https://csn.cancer.org/node/195903
Another happy ornament recipient!,https://csn.cancer.org/node/181157
