Title,Link
The Journey Continues ...,https://www.inspire.com/m/TammyL67/journal/the-journey-continues-ky8hx7/?group_id=200170
I'd Rather Bet on The Stock Market Than My Tumor Markers,https://www.inspire.com/groups/advanced-breast-cancer/discussion/id-rather-bet-on-the-stock-market-than-my-tumor-markers/
Some research and new trials for trplple negative stage 4,https://www.inspire.com/groups/advanced-breast-cancer/discussion/some-research-and-new-trials-for-trplple-negative-stage-4/
Pretty good news Julesxx,https://www.inspire.com/groups/advanced-breast-cancer/discussion/pretty-good-news-julesxx/
Has anyone been denied anasthesia when having a port placed?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/has-anyone-been-denied-anasthesia-when-having-a-port-placed/
New cancer breakthroughs,https://www.inspire.com/m/fighterm/journal/new-cancer-breakthroughs/?group_id=200170
"Advanced Cancer Caregiver Virtual Support Group - Tuesday, May 7 at 5p PT",https://www.inspire.com/m/sapphire44/journal/advanced-cancer-caregiver-virtual-support-group-tuesday-may-7-at-5p-pt/?group_id=200170
Caregiver Creative solutions,https://www.inspire.com/groups/advanced-breast-cancer/discussion/caregiver-creative-solutions/
YOU made an Inspire glossary!,https://www.inspire.com/m/Radha_Inspire/journal/you-made-an-inspire-glossary/?group_id=200170
Switching from Xeloda to Kadcyla.,https://www.inspire.com/groups/advanced-breast-cancer/discussion/switching-from-xeloda-to-kadcyla/
Has anyone had immunotherapy?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/has-anyone-had-immunotherapy/
TONIGHT Women's Live Virtual BCa Support Group ... Thu May 2@ 8pm EDT,https://www.inspire.com/m/ardeee/journal/tonight-womens-live-virtual-bca-support-group-thu-may-2-8pm-edt/?group_id=200170
"...still rolling!",https://www.inspire.com/m/TammyL67/journal/still-rolling-96ekh7/?group_id=200170
Faslodex and IBrance,https://www.inspire.com/groups/advanced-breast-cancer/discussion/faslodex-and-ibrance-t7gjup/
"Summit PERSONALIZED CANCER VACCINES for immunotherapy Aug 27-31, Boston.",https://www.inspire.com/m/fighterm/journal/summit-personalized-cancer-vaccines-for-immunotherapy-aug-27-31-boston/?group_id=200170
PD1/PD-L1 is the superstar checkpoint,https://www.inspire.com/m/fighterm/journal/pd1-pd-l1-is-the-superstar-checkpoint/?group_id=200170
Drug resistance in oncology,https://www.inspire.com/m/fighterm/journal/drug-resistance-in-oncology/?group_id=200170
Calling 5 plus years NED with mets,https://www.inspire.com/groups/advanced-breast-cancer/discussion/calling-5-plus-years-ned-with-mets/
Looking for treatment options,https://www.inspire.com/m/rUBZebra/journal/looking-for-treatment-options/?group_id=200170
Ibrance schedule variation,https://www.inspire.com/groups/advanced-breast-cancer/discussion/ibrance-schedule-variation/
How to cope with side effects of Xeloda,https://www.inspire.com/groups/advanced-breast-cancer/discussion/how-to-cope-with-side-effects-of-xeloda/
Thank You Inspire Friends for Helping Me Get To This Point!,https://www.inspire.com/m/WorriedTooMuch/journal/thank-you-inspire-friends-for-helping-me-get-to-this-point/?group_id=200170
Clinical trials; Morpheus,https://www.inspire.com/groups/advanced-breast-cancer/discussion/clinical-trials-morpheus/
New Promising Experimental Drug,https://www.inspire.com/groups/advanced-breast-cancer/discussion/new-promising-experimental-drug/
Can blood oranges be taken in any form while taking tramadol.,https://www.inspire.com/groups/advanced-breast-cancer/discussion/can-blood-oranges-be-taken-in-any-form-while-taking-tramadol/
WBC count at zero,https://www.inspire.com/groups/advanced-breast-cancer/discussion/wbc-count-at-zero/
"In Memoriam, ""New Challenges""",https://www.inspire.com/groups/advanced-breast-cancer/discussion/in-memoriam-new-challenges/
How should we improve hospitals?,https://www.inspire.com/m/Brian/journal/how-should-we-improve-hospitals/?group_id=200170
"Alpelisib, PI3K",https://www.inspire.com/groups/advanced-breast-cancer/discussion/alpelisib-pi3k/
Met to chestwall. Is that treatable?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/met-to-chestwall-is-that-treatable/
immunotherapy with CPG/OX40 by Dr Jason Williams,https://www.inspire.com/groups/advanced-breast-cancer/discussion/immunotherapy-with-cpg-ox40-by-dr-jason-williams/
"Ask the experts how to navigate work and cancer, happening now in OCRA",https://www.inspire.com/m/Radha_Inspire/journal/ask-the-experts-how-to-navigate-work-and-cancer-happening-now-in-ocra/?group_id=200170
Verzenio minimum effective dose,https://www.inspire.com/groups/advanced-breast-cancer/discussion/verzenio-minimum-effective-dose/
Any input would help,https://www.inspire.com/groups/advanced-breast-cancer/discussion/any-input-would-help/
How to cope ?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/how-to-cope-4l1q5r/
Choosing Life,https://www.inspire.com/m/WorriedTooMuch/journal/choosing-life-aa20mk/?group_id=200170
Has anyone been treated with immunotherapy?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/has-anyone-been-treated-with-immunotherapy/
DS-8201,https://www.inspire.com/groups/advanced-breast-cancer/discussion/ds-8201/
"Commercials for Ibrance, etc.",https://www.inspire.com/groups/advanced-breast-cancer/discussion/commercials-for-ibrance-etc/
Shocking Things People Say To Breast Cancer Patients and How I Coped,https://www.inspire.com/m/WorriedTooMuch/journal/shocking-things-people-say-to-breast-cancer-patients-and-how-i-coped/?group_id=200170
Immunosupressive properties of cannabis.,https://www.inspire.com/m/fighterm/journal/immunosupressive-properties-of-cannabis/?group_id=200170
How do you handle side effects from Xeloda?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/how-do-you-handle-side-effects-from-xeloda/
Triple Negative Breast Cancers Can Adopt Reversible State That is Resistant,https://www.inspire.com/groups/advanced-breast-cancer/discussion/triple-negative-breast-cancers-can-adopt-reversible-state-that-is-resistant/
Kadcyla,https://www.inspire.com/groups/advanced-breast-cancer/discussion/kadcyla-avzi9p/
"The clerk called me ""Sir"" and my visit to Memorial Sloan Kettering.",https://www.inspire.com/m/WorriedTooMuch/journal/the-clerk-called-me-sir-and-my-visit-to-memorial-sloan-kettering/?group_id=200170
CD47 clinical trials for many cancers.,https://www.inspire.com/m/fighterm/journal/cd47-clinical-trials-for-many-cancers/?group_id=200170
Doxorubicin vs Doxil vs Paclitaxel,https://www.inspire.com/groups/advanced-breast-cancer/discussion/doxorubicin-vs-doxil-vs-paclitaxel/
anyone with a secondary breast cancer in lungs ?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/anyone-with-a-secondary-breast-cancer-in-lungs/
Union harassment,https://www.inspire.com/groups/advanced-breast-cancer/discussion/union-harassment/
Doctor is proposing a dose reduction of Ibrance...advice,https://www.inspire.com/groups/advanced-breast-cancer/discussion/doctor-is-proposing-a-dose-reduction-of-ibrance-advice/
Pathology result after mastectomy,https://www.inspire.com/groups/advanced-breast-cancer/discussion/pathology-result-after-mastectomy/
"Gene testing, precision medicine, and shared information",https://www.inspire.com/m/Brian/journal/gene-testing-precision-medicine-and-shared-information/?group_id=200170
Life on Taxol,https://www.inspire.com/groups/advanced-breast-cancer/discussion/life-on-taxol/
Stage 4 long survival,https://www.inspire.com/groups/advanced-breast-cancer/discussion/stage-4-long-survival/
Has anyone on Verzenio noticed certain foods cause nausea or diarrhea?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/has-anyone-on-verzenio-noticed-certain-foods-cause-nausea-or-diarrhea/
MBC Mets to the Pleura,https://www.inspire.com/groups/advanced-breast-cancer/discussion/mbc-mets-to-the-pleura/
Graduation Day Clinical Trial,https://www.inspire.com/groups/advanced-breast-cancer/discussion/graduation-day-clinical-trial/
Numb chin,https://www.inspire.com/groups/advanced-breast-cancer/discussion/numb-chin-icsabo/
ASCO 2019 MBC Information,https://www.inspire.com/groups/advanced-breast-cancer/discussion/asco-2019-mbc-information/
Coughing,https://www.inspire.com/groups/advanced-breast-cancer/discussion/coughing-w35lfo/
What kind of exercise is helpful for lymphedema?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/what-kind-of-exercise-is-helpful-for-lymphedema/
SIRT/Y90 for liver mets caused by breast cancer,https://www.inspire.com/groups/advanced-breast-cancer/discussion/sirt-y90-for-liver-mets-caused-by-breast-cancer/
Insurance and progression,https://www.inspire.com/groups/advanced-breast-cancer/discussion/insurance-and-progression/
savings on prescriptions,https://www.inspire.com/groups/advanced-breast-cancer/discussion/savings-on-prescriptions/
Metastatic/stage 4 TNBC patients who are PD-L1 negative?,https://www.inspire.com/groups/advanced-breast-cancer/discussion/metastatic-stage-4-tnbc-patients-who-are-pd-l1-negative/
Ibrance and letrozole combo,https://www.inspire.com/groups/advanced-breast-cancer/discussion/ibrance-and-letrozole-combo/
Restarting zometa infusion after stopping for one year due to osteonecrosis,https://www.inspire.com/groups/advanced-breast-cancer/discussion/restarting-zometa-infusion-after-stopping-for-one-year-due-to-osteonecrosis/
New Treatment for TNBC MBC Patients (if PD-l1 Positive),https://www.inspire.com/groups/advanced-breast-cancer/discussion/new-treatment-for-tnbc-mbc-patients-if-pd-l1-positive/
"Q and A: Chef Laura Pole, RN, MSN on cancer, diet, and nutrition",https://www.inspire.com/m/Cancer-Inspire/journal/q-and-a-chef-laura-pole-rn-msn-on-cancer-diet-and-nutrition/?group_id=200170
"Kadcyla/Herceptin, my drippy nose, and my throat",https://www.inspire.com/groups/advanced-breast-cancer/discussion/kadcyla-herceptin-my-drippy-nose-and-my-throat/
"I’m on verzenio 150 mil, FASLODEX injections and Zometa infusion . Anyone",https://www.inspire.com/groups/advanced-breast-cancer/discussion/im-on-verzenio-150-mil-faslodex-injections-and-zometa-infusion-anyone/
