Title,Link
complex fibroadenoma vs cancer,https://patient.info/forums/discuss/complex-fibroadenoma-vs-cancer-653152
I'm really worried I may have breast cancer!,https://patient.info/forums/discuss/i-m-really-worried-i-may-have-breast-cancer--298808
Cal back for 2nd Breast screening appointment,https://patient.info/forums/discuss/cal-back-for-2nd-breast-screening-appointment-680194
Delayed HERCEPTIN,https://patient.info/forums/discuss/delayed-herceptin-658445
hormone receptive breast cancer,https://patient.info/forums/discuss/hormone-receptive-breast-cancer-296182
Tomoxifen or not. Pros vs cons.,https://patient.info/forums/discuss/tomoxifen-or-not-pros-vs-cons--523624
Unsure of what to do or who to tell,https://patient.info/forums/discuss/unsure-of-what-to-do-or-who-to-tell-397507
BRCA gene - double mastectomies coming up,https://patient.info/forums/discuss/brca-gene-double-mastectomies-coming-up-489182
Need biopsy and scared to death! please need advice,https://patient.info/forums/discuss/need-biopsy-and-scared-to-death-please-need-advice-585600
Breast cancer? Anxiety?,https://patient.info/forums/discuss/breast-cancer-anxiety--486967
Breast & health anxiety creeping back again 😓😢,https://patient.info/forums/discuss/breast-health-anxiety-creeping-back-again--677268
TEST,https://patient.info/forums/discuss/test-646317
Zolodex and Arimidex or Exemestane..,https://patient.info/forums/discuss/zolodex-and-arimidex-or-exemestane--603269
Side effects of Letrozole,https://patient.info/forums/discuss/side-effects-of-letrozole-296341
Terrified I have breast cancer,https://patient.info/forums/discuss/terrified-i-have-breast-cancer-662922
concerned husband,https://patient.info/forums/discuss/concerned-husband-360499
Mammogram callback,https://patient.info/forums/discuss/mammogram-callback-543675
Operation,https://patient.info/forums/discuss/operation-612128
Radiotherapy or not?,https://patient.info/forums/discuss/radiotherapy-or-not--487378
Why can you not take Letrozole before the menopause,https://patient.info/forums/discuss/why-can-you-not-take-letrozole-before-the-menopause-40320
Hello from Western Australia.,https://patient.info/forums/discuss/hello-from-western-australia--36773
Tamoxifen Tablets,https://patient.info/forums/discuss/tamoxifen-tablets-388027
Getting a mastectomy after DCIS diagnosis,https://patient.info/forums/discuss/getting-a-mastectomy-after-dcis-diagnosis-687613
Breast itching and noticed right nipple is smaller?,https://patient.info/forums/discuss/breast-itching-and-noticed-right-nipple-is-smaller--688358
have I got breast cancer?,https://patient.info/forums/discuss/have-i-got-breast-cancer--668350
"Stage 4 breast cancer metastecised to lungs, bones and now in brain.",https://patient.info/forums/discuss/stage-4-breast-cancer-metastecised-to-lungs-bones-and-now-in-brain--551720
can pain in breast be a sign of cancer?,https://patient.info/forums/discuss/can-pain-in-breast-be-a-sign-of-cancer--680370
when should you start screening?,https://patient.info/forums/discuss/when-should-you-start-screening--453982
What after surgery therapy is most effective?,https://patient.info/forums/discuss/what-after-surgery-therapy-is-most-effective--285266
Very worried,https://patient.info/forums/discuss/very-worried-615786
Cysts or Cancer?,https://patient.info/forums/discuss/cysts-or-cancer--586143
Inverted nipples,https://patient.info/forums/discuss/inverted-nipples-653404
Occasional inversion/dip in areola? Please help??,https://patient.info/forums/discuss/occasional-inversion-dip-in-areola-please-help--612013
Abnormal mammogram,https://patient.info/forums/discuss/abnormal-mammogram-493108
How Can Help Cancer Screening to Every-one,https://patient.info/forums/discuss/how-can-help-cancer-screening-to-every-one-569556
Could it be cancer?,https://patient.info/forums/discuss/could-it-be-cancer--596317
Mammography for a 68yr old - is it really fibroadenoma?,https://patient.info/forums/discuss/mammography-for-a-68yr-old-is-it-really-fibroadenoma--671310
Breast Cancer,https://patient.info/forums/discuss/breast-cancer-403802
Purple mark next to nipple ???,https://patient.info/forums/discuss/purple-mark-next-to-nipple--638923
Please read. Worried sick!!!,https://patient.info/forums/discuss/please-read-worried-sick--324792
Mastectomy pain.,https://patient.info/forums/discuss/mastectomy-pain--35163
Small hard lump under armpit? Bit worried,https://patient.info/forums/discuss/small-hard-lump-under-armpit-bit-worried-527248
Mammogram re-call,https://patient.info/forums/discuss/mammogram-re-call-374214
My mum has breast cancer and intense tightness in her breast,https://patient.info/forums/discuss/my-mum-has-breast-cancer-and-intense-tightness-in-her-breast-491469
Inverted nipple,https://patient.info/forums/discuss/inverted-nipple-655650
Surgical biopsy or Blood test?,https://patient.info/forums/discuss/surgical-biopsy-or-blood-test--669753
